company_id,zone,timestamp,eur_per_mwh
company_1,zone_1,2026-03-06T23:00:00Z,53.61
company_1,zone_1,2026-03-07T00:00:00Z,35.74
company_1,zone_1,2026-03-07T01:00:00Z,54.18
company_1,zone_1,2026-03-07T02:00:00Z,47.17
company_1,zone_1,2026-03-07T03:00:00Z,45.25
company_1,zone_1,2026-03-07T04:00:00Z,45.23
company_1,zone_1,2026-03-07T05:00:00Z,50.39
company_1,zone_1,2026-03-07T06:00:00Z,62.81
company_1,zone_1,2026-03-07T07:00:00Z,67.83
company_1,zone_1,2026-03-07T08:00:00Z,62.11
company_1,zone_1,2026-03-07T09:00:00Z,76.26
company_1,zone_1,2026-03-07T10:00:00Z,48.78
company_1,zone_1,2026-03-07T11:00:00Z,68.6
company_1,zone_1,2026-03-07T12:00:00Z,67.74
company_1,zone_1,2026-03-07T13:00:00Z,72.57
company_1,zone_1,2026-03-07T14:00:00Z,70.28
company_1,zone_1,2026-03-07T15:00:00Z,64.11
company_1,zone_1,2026-03-07T16:00:00Z,64.24
company_1,zone_1,2026-03-07T17:00:00Z,64.99
company_1,zone_1,2026-03-07T18:00:00Z,23.02
company_1,zone_1,2026-03-07T19:00:00Z,52.12
company_1,zone_1,2026-03-07T20:00:00Z,48.09
company_1,zone_1,2026-03-07T21:00:00Z,52.08
company_1,zone_1,2026-03-07T22:00:00Z,42.66
company_1,zone_1,2026-03-07T23:00:00Z,62.64
company_1,zone_1,2026-03-08T00:00:00Z,28.35
company_1,zone_1,2026-03-08T01:00:00Z,52.93
company_1,zone_1,2026-03-08T02:00:00Z,33.07
company_1,zone_1,2026-03-08T03:00:00Z,53.3
company_1,zone_1,2026-03-08T04:00:00Z,61.26
company_1,zone_1,2026-03-08T05:00:00Z,80.14
company_1,zone_1,2026-03-08T06:00:00Z,54.72
company_1,zone_1,2026-03-08T07:00:00Z,52.76
company_1,zone_1,2026-03-08T08:00:00Z,51.2
company_1,zone_1,2026-03-08T09:00:00Z,74.02
company_1,zone_1,2026-03-08T10:00:00Z,71.47
company_1,zone_1,2026-03-08T11:00:00Z,50.63
company_1,zone_1,2026-03-08T12:00:00Z,40.14
company_1,zone_1,2026-03-08T13:00:00Z,70.24
company_1,zone_1,2026-03-08T14:00:00Z,89.97
company_1,zone_1,2026-03-08T15:00:00Z,50.95
company_1,zone_1,2026-03-08T16:00:00Z,78.11
company_1,zone_1,2026-03-08T17:00:00Z,56.9
company_1,zone_1,2026-03-08T18:00:00Z,47.67
company_1,zone_1,2026-03-08T19:00:00Z,56.57
company_1,zone_1,2026-03-08T20:00:00Z,55.49
company_1,zone_1,2026-03-08T21:00:00Z,54.03
company_1,zone_1,2026-03-08T22:00:00Z,55.79
company_1,zone_1,2026-03-08T23:00:00Z,56.99
company_1,zone_1,2026-03-09T00:00:00Z,67.92
company_1,zone_1,2026-03-09T01:00:00Z,53.66
company_1,zone_1,2026-03-09T02:00:00Z,33.1
company_1,zone_1,2026-03-09T03:00:00Z,47.08
company_1,zone_1,2026-03-09T04:00:00Z,67.11
company_1,zone_1,2026-03-09T05:00:00Z,60.77
company_1,zone_1,2026-03-09T06:00:00Z,60.21
company_1,zone_1,2026-03-09T07:00:00Z,61.82
company_1,zone_1,2026-03-09T08:00:00Z,48.96
company_1,zone_1,2026-03-09T09:00:00Z,74.92
company_1,zone_1,2026-03-09T10:00:00Z,52.49
company_1,zone_1,2026-03-09T11:00:00Z,79.68
company_1,zone_1,2026-03-09T12:00:00Z,68.58
company_1,zone_1,2026-03-09T13:00:00Z,67.28
company_1,zone_1,2026-03-09T14:00:00Z,67.24
company_1,zone_1,2026-03-09T15:00:00Z,61.47
company_1,zone_1,2026-03-09T16:00:00Z,61.61
company_1,zone_1,2026-03-09T17:00:00Z,65.01
company_1,zone_1,2026-03-09T18:00:00Z,57.95
company_1,zone_1,2026-03-09T19:00:00Z,45.06
company_1,zone_1,2026-03-09T20:00:00Z,55.98
company_1,zone_1,2026-03-09T21:00:00Z,74.05
company_1,zone_1,2026-03-09T22:00:00Z,54.48
company_1,zone_1,2026-03-09T23:00:00Z,42.13
company_1,zone_1,2026-03-10T00:00:00Z,49.41
company_1,zone_1,2026-03-10T01:00:00Z,48.62
company_1,zone_1,2026-03-10T02:00:00Z,64.88
company_1,zone_1,2026-03-10T03:00:00Z,66.87
company_1,zone_1,2026-03-10T04:00:00Z,33.96
company_1,zone_1,2026-03-10T05:00:00Z,41.22
company_1,zone_1,2026-03-10T06:00:00Z,55.31
company_1,zone_1,2026-03-10T07:00:00Z,60.15
company_1,zone_1,2026-03-10T08:00:00Z,73.55
company_1,zone_1,2026-03-10T09:00:00Z,61.55
company_1,zone_1,2026-03-10T10:00:00Z,60.24
company_1,zone_1,2026-03-10T11:00:00Z,61.72
company_1,zone_1,2026-03-10T12:00:00Z,67.02
company_1,zone_1,2026-03-10T13:00:00Z,57.39
company_1,zone_1,2026-03-10T14:00:00Z,62.5
company_1,zone_1,2026-03-10T15:00:00Z,75.18
company_1,zone_1,2026-03-10T16:00:00Z,76.26
company_1,zone_1,2026-03-10T17:00:00Z,82.58
company_1,zone_1,2026-03-10T18:00:00Z,77.36
company_1,zone_1,2026-03-10T19:00:00Z,47.48
company_1,zone_1,2026-03-10T20:00:00Z,66.89
company_1,zone_1,2026-03-10T21:00:00Z,53.35
company_1,zone_1,2026-03-10T22:00:00Z,26.65
company_1,zone_1,2026-03-10T23:00:00Z,37.61
company_1,zone_1,2026-03-11T00:00:00Z,36.78
company_1,zone_1,2026-03-11T01:00:00Z,55.9
company_1,zone_1,2026-03-11T02:00:00Z,52.15
company_1,zone_1,2026-03-11T03:00:00Z,36.87
company_1,zone_1,2026-03-11T04:00:00Z,47.05
company_1,zone_1,2026-03-11T05:00:00Z,50.34
company_1,zone_1,2026-03-11T06:00:00Z,45.95
company_1,zone_1,2026-03-11T07:00:00Z,75.15
company_1,zone_1,2026-03-11T08:00:00Z,46.54
company_1,zone_1,2026-03-11T09:00:00Z,54.77
company_1,zone_1,2026-03-11T10:00:00Z,66.25
company_1,zone_1,2026-03-11T11:00:00Z,62.08
company_1,zone_1,2026-03-11T12:00:00Z,62.01
company_1,zone_1,2026-03-11T13:00:00Z,77.03
company_1,zone_1,2026-03-11T14:00:00Z,80.13
company_1,zone_1,2026-03-11T15:00:00Z,68.05
company_1,zone_1,2026-03-11T16:00:00Z,70.76
company_1,zone_1,2026-03-11T17:00:00Z,71.27
company_1,zone_1,2026-03-11T18:00:00Z,71.58
company_1,zone_1,2026-03-11T19:00:00Z,47.5
company_1,zone_1,2026-03-11T20:00:00Z,61.31
company_1,zone_1,2026-03-11T21:00:00Z,64.15
company_1,zone_1,2026-03-11T22:00:00Z,54.29
company_1,zone_1,2026-03-11T23:00:00Z,44.45
company_1,zone_1,2026-03-12T00:00:00Z,47.35
company_1,zone_1,2026-03-12T01:00:00Z,47.17
company_1,zone_1,2026-03-12T02:00:00Z,52.72
company_1,zone_1,2026-03-12T03:00:00Z,35.49
company_1,zone_1,2026-03-12T04:00:00Z,72.33
company_1,zone_1,2026-03-12T05:00:00Z,50.03
company_1,zone_1,2026-03-12T06:00:00Z,46.27
company_1,zone_1,2026-03-12T07:00:00Z,40.86
company_1,zone_1,2026-03-12T08:00:00Z,48.12
company_1,zone_1,2026-03-12T09:00:00Z,73.79
company_1,zone_1,2026-03-12T10:00:00Z,53.51
company_1,zone_1,2026-03-12T11:00:00Z,77.42
company_1,zone_1,2026-03-12T12:00:00Z,77.58
company_1,zone_1,2026-03-12T13:00:00Z,57.83
company_1,zone_1,2026-03-12T14:00:00Z,69.42
company_1,zone_1,2026-03-12T15:00:00Z,74.03
company_1,zone_1,2026-03-12T16:00:00Z,73.44
company_1,zone_1,2026-03-12T17:00:00Z,66.7
company_1,zone_1,2026-03-12T18:00:00Z,51.88
company_1,zone_1,2026-03-12T19:00:00Z,68.8
company_1,zone_1,2026-03-12T20:00:00Z,45.66
company_1,zone_1,2026-03-12T21:00:00Z,50.1
company_1,zone_1,2026-03-12T22:00:00Z,42.56
company_1,zone_1,2026-03-12T23:00:00Z,42.58
company_1,zone_1,2026-03-13T00:00:00Z,62.93
company_1,zone_1,2026-03-13T01:00:00Z,37.77
company_1,zone_1,2026-03-13T02:00:00Z,31.59
company_1,zone_1,2026-03-13T03:00:00Z,61.83
company_1,zone_1,2026-03-13T04:00:00Z,49.2
company_1,zone_1,2026-03-13T05:00:00Z,57.4
company_1,zone_1,2026-03-13T06:00:00Z,59.8
company_1,zone_1,2026-03-13T07:00:00Z,74.14
company_1,zone_1,2026-03-13T08:00:00Z,57.74
company_1,zone_1,2026-03-13T09:00:00Z,65.22
company_1,zone_1,2026-03-13T10:00:00Z,56.21
company_1,zone_1,2026-03-13T11:00:00Z,97.68
company_1,zone_1,2026-03-13T12:00:00Z,76.95
company_1,zone_1,2026-03-13T13:00:00Z,74.97
company_1,zone_1,2026-03-13T14:00:00Z,75.93
company_1,zone_1,2026-03-13T15:00:00Z,46.97
company_1,zone_1,2026-03-13T16:00:00Z,51.02
company_1,zone_1,2026-03-13T17:00:00Z,57.27
company_1,zone_1,2026-03-13T18:00:00Z,72.85
company_1,zone_1,2026-03-13T19:00:00Z,64.78
company_1,zone_1,2026-03-13T20:00:00Z,68.25
company_1,zone_1,2026-03-13T21:00:00Z,58.03
company_1,zone_1,2026-03-13T22:00:00Z,50.31
company_1,zone_1,2026-03-13T23:00:00Z,37.52
company_1,zone_1,2026-03-14T00:00:00Z,42.5
company_1,zone_1,2026-03-14T01:00:00Z,48.44
company_1,zone_1,2026-03-14T02:00:00Z,33.09
company_1,zone_1,2026-03-14T03:00:00Z,39.18
company_1,zone_1,2026-03-14T04:00:00Z,64.34
company_1,zone_1,2026-03-14T05:00:00Z,57.99
company_1,zone_1,2026-03-14T06:00:00Z,41.26
company_1,zone_1,2026-03-14T07:00:00Z,64.15
company_1,zone_1,2026-03-14T08:00:00Z,44.06
company_1,zone_1,2026-03-14T09:00:00Z,57.52
company_1,zone_1,2026-03-14T10:00:00Z,62.94
company_1,zone_1,2026-03-14T11:00:00Z,79.09
company_1,zone_1,2026-03-14T12:00:00Z,91.33
company_1,zone_1,2026-03-14T13:00:00Z,55.58
company_1,zone_1,2026-03-14T14:00:00Z,52.5
company_1,zone_1,2026-03-14T15:00:00Z,51.36
company_1,zone_1,2026-03-14T16:00:00Z,58.94
company_1,zone_1,2026-03-14T17:00:00Z,55.09
company_1,zone_1,2026-03-14T18:00:00Z,53.37
company_1,zone_1,2026-03-14T19:00:00Z,64.75
company_1,zone_1,2026-03-14T20:00:00Z,71.38
company_1,zone_1,2026-03-14T21:00:00Z,59.33
company_1,zone_1,2026-03-14T22:00:00Z,47.86
company_1,zone_1,2026-03-14T23:00:00Z,55.68
company_1,zone_1,2026-03-15T00:00:00Z,54.42
company_1,zone_1,2026-03-15T01:00:00Z,51.47
company_1,zone_1,2026-03-15T02:00:00Z,49.56
company_1,zone_1,2026-03-15T03:00:00Z,45.56
company_1,zone_1,2026-03-15T04:00:00Z,53.43
company_1,zone_1,2026-03-15T05:00:00Z,58.7
company_1,zone_1,2026-03-15T06:00:00Z,63.52
company_1,zone_1,2026-03-15T07:00:00Z,65.93
company_1,zone_1,2026-03-15T08:00:00Z,55.3
company_1,zone_1,2026-03-15T09:00:00Z,63.24
company_1,zone_1,2026-03-15T10:00:00Z,47.72
company_1,zone_1,2026-03-15T11:00:00Z,105.53
company_1,zone_1,2026-03-15T12:00:00Z,41.78
company_1,zone_1,2026-03-15T13:00:00Z,61.49
company_1,zone_1,2026-03-15T14:00:00Z,73.9
company_1,zone_1,2026-03-15T15:00:00Z,77.85
company_1,zone_1,2026-03-15T16:00:00Z,83.5
company_1,zone_1,2026-03-15T17:00:00Z,49.28
company_1,zone_1,2026-03-15T18:00:00Z,57.08
company_1,zone_1,2026-03-15T19:00:00Z,61.61
company_1,zone_1,2026-03-15T20:00:00Z,59.6
company_1,zone_1,2026-03-15T21:00:00Z,43.56
company_1,zone_1,2026-03-15T22:00:00Z,52.64
company_1,zone_1,2026-03-15T23:00:00Z,46.29
company_1,zone_1,2026-03-16T00:00:00Z,30.57
company_1,zone_1,2026-03-16T01:00:00Z,44.22
company_1,zone_1,2026-03-16T02:00:00Z,33.2
company_1,zone_1,2026-03-16T03:00:00Z,39.23
company_1,zone_1,2026-03-16T04:00:00Z,57.99
company_1,zone_1,2026-03-16T05:00:00Z,45.25
company_1,zone_1,2026-03-16T06:00:00Z,44.29
company_1,zone_1,2026-03-16T07:00:00Z,66.08
company_1,zone_1,2026-03-16T08:00:00Z,66.97
company_1,zone_1,2026-03-16T09:00:00Z,66.88
company_1,zone_1,2026-03-16T10:00:00Z,62.0
company_1,zone_1,2026-03-16T11:00:00Z,76.69
company_1,zone_1,2026-03-16T12:00:00Z,63.07
company_1,zone_1,2026-03-16T13:00:00Z,67.87
company_1,zone_1,2026-03-16T14:00:00Z,69.8
company_1,zone_1,2026-03-16T15:00:00Z,57.52
company_1,zone_1,2026-03-16T16:00:00Z,67.14
company_1,zone_1,2026-03-16T17:00:00Z,49.6
company_1,zone_1,2026-03-16T18:00:00Z,63.27
company_1,zone_1,2026-03-16T19:00:00Z,84.29
company_1,zone_1,2026-03-16T20:00:00Z,48.15
company_1,zone_1,2026-03-16T21:00:00Z,59.15
company_1,zone_1,2026-03-16T22:00:00Z,48.63
company_1,zone_1,2026-03-16T23:00:00Z,40.47
company_1,zone_1,2026-03-17T00:00:00Z,40.62
company_1,zone_1,2026-03-17T01:00:00Z,55.33
company_1,zone_1,2026-03-17T02:00:00Z,59.47
company_1,zone_1,2026-03-17T03:00:00Z,41.43
company_1,zone_1,2026-03-17T04:00:00Z,60.62
company_1,zone_1,2026-03-17T05:00:00Z,65.78
company_1,zone_1,2026-03-17T06:00:00Z,51.54
company_1,zone_1,2026-03-17T07:00:00Z,64.56
company_1,zone_1,2026-03-17T08:00:00Z,43.8
company_1,zone_1,2026-03-17T09:00:00Z,69.39
company_1,zone_1,2026-03-17T10:00:00Z,64.45
company_1,zone_1,2026-03-17T11:00:00Z,87.41
company_1,zone_1,2026-03-17T12:00:00Z,46.4
company_1,zone_1,2026-03-17T13:00:00Z,71.11
company_1,zone_1,2026-03-17T14:00:00Z,67.65
company_1,zone_1,2026-03-17T15:00:00Z,87.07
company_1,zone_1,2026-03-17T16:00:00Z,69.25
company_1,zone_1,2026-03-17T17:00:00Z,62.84
company_1,zone_1,2026-03-17T18:00:00Z,66.45
company_1,zone_1,2026-03-17T19:00:00Z,65.46
company_1,zone_1,2026-03-17T20:00:00Z,58.07
company_1,zone_1,2026-03-17T21:00:00Z,46.43
company_1,zone_1,2026-03-17T22:00:00Z,73.63
company_1,zone_1,2026-03-17T23:00:00Z,41.45
company_1,zone_1,2026-03-18T00:00:00Z,58.27
company_1,zone_1,2026-03-18T01:00:00Z,39.21
company_1,zone_1,2026-03-18T02:00:00Z,49.16
company_1,zone_1,2026-03-18T03:00:00Z,57.1
company_1,zone_1,2026-03-18T04:00:00Z,45.4
company_1,zone_1,2026-03-18T05:00:00Z,59.23
company_1,zone_1,2026-03-18T06:00:00Z,68.96
company_1,zone_1,2026-03-18T07:00:00Z,51.5
company_1,zone_1,2026-03-18T08:00:00Z,36.11
company_1,zone_1,2026-03-18T09:00:00Z,54.83
company_1,zone_1,2026-03-18T10:00:00Z,62.03
company_1,zone_1,2026-03-18T11:00:00Z,83.15
company_1,zone_1,2026-03-18T12:00:00Z,58.24
company_1,zone_1,2026-03-18T13:00:00Z,65.49
company_1,zone_1,2026-03-18T14:00:00Z,58.51
company_1,zone_1,2026-03-18T15:00:00Z,42.23
company_1,zone_1,2026-03-18T16:00:00Z,58.34
company_1,zone_1,2026-03-18T17:00:00Z,72.28
company_1,zone_1,2026-03-18T18:00:00Z,53.4
company_1,zone_1,2026-03-18T19:00:00Z,57.22
company_1,zone_1,2026-03-18T20:00:00Z,59.36
company_1,zone_1,2026-03-18T21:00:00Z,50.92
company_1,zone_1,2026-03-18T22:00:00Z,46.54
company_1,zone_1,2026-03-18T23:00:00Z,52.63
company_1,zone_1,2026-03-19T00:00:00Z,43.55
company_1,zone_1,2026-03-19T01:00:00Z,57.82
company_1,zone_1,2026-03-19T02:00:00Z,57.54
company_1,zone_1,2026-03-19T03:00:00Z,51.32
company_1,zone_1,2026-03-19T04:00:00Z,34.52
company_1,zone_1,2026-03-19T05:00:00Z,52.81
company_1,zone_1,2026-03-19T06:00:00Z,51.45
company_1,zone_1,2026-03-19T07:00:00Z,61.82
company_1,zone_1,2026-03-19T08:00:00Z,75.92
company_1,zone_1,2026-03-19T09:00:00Z,53.43
company_1,zone_1,2026-03-19T10:00:00Z,79.68
company_1,zone_1,2026-03-19T11:00:00Z,78.36
company_1,zone_1,2026-03-19T12:00:00Z,57.17
company_1,zone_1,2026-03-19T13:00:00Z,67.71
company_1,zone_1,2026-03-19T14:00:00Z,50.79
company_1,zone_1,2026-03-19T15:00:00Z,44.45
company_1,zone_1,2026-03-19T16:00:00Z,68.84
company_1,zone_1,2026-03-19T17:00:00Z,68.46
company_1,zone_1,2026-03-19T18:00:00Z,86.85
company_1,zone_1,2026-03-19T19:00:00Z,52.05
company_1,zone_1,2026-03-19T20:00:00Z,51.67
company_1,zone_1,2026-03-19T21:00:00Z,57.78
company_1,zone_1,2026-03-19T22:00:00Z,61.59
company_1,zone_1,2026-03-19T23:00:00Z,52.6
company_1,zone_1,2026-03-20T00:00:00Z,41.43
company_1,zone_1,2026-03-20T01:00:00Z,39.16
company_1,zone_1,2026-03-20T02:00:00Z,51.75
company_1,zone_1,2026-03-20T03:00:00Z,58.04
company_1,zone_1,2026-03-20T04:00:00Z,55.54
company_1,zone_1,2026-03-20T05:00:00Z,65.03
company_1,zone_1,2026-03-20T06:00:00Z,69.32
company_1,zone_1,2026-03-20T07:00:00Z,45.38
company_1,zone_1,2026-03-20T08:00:00Z,68.71
company_1,zone_1,2026-03-20T09:00:00Z,83.59
company_1,zone_1,2026-03-20T10:00:00Z,65.58
company_1,zone_1,2026-03-20T11:00:00Z,61.8
company_1,zone_1,2026-03-20T12:00:00Z,46.07
company_1,zone_1,2026-03-20T13:00:00Z,78.47
company_1,zone_1,2026-03-20T14:00:00Z,75.11
company_1,zone_1,2026-03-20T15:00:00Z,55.37
company_1,zone_1,2026-03-20T16:00:00Z,72.03
company_1,zone_1,2026-03-20T17:00:00Z,58.59
company_1,zone_1,2026-03-20T18:00:00Z,55.98
company_1,zone_1,2026-03-20T19:00:00Z,69.39
company_1,zone_1,2026-03-20T20:00:00Z,59.52
company_1,zone_1,2026-03-20T21:00:00Z,55.56
company_1,zone_1,2026-03-20T22:00:00Z,59.89
company_1,zone_1,2026-03-20T23:00:00Z,49.08
company_1,zone_1,2026-03-21T00:00:00Z,59.24
company_1,zone_1,2026-03-21T01:00:00Z,42.44
company_1,zone_1,2026-03-21T02:00:00Z,46.84
company_1,zone_1,2026-03-21T03:00:00Z,46.29
company_1,zone_1,2026-03-21T04:00:00Z,49.74
company_1,zone_1,2026-03-21T05:00:00Z,44.82
company_1,zone_1,2026-03-21T06:00:00Z,45.53
company_1,zone_1,2026-03-21T07:00:00Z,70.73
company_1,zone_1,2026-03-21T08:00:00Z,62.91
company_1,zone_1,2026-03-21T09:00:00Z,45.12
company_1,zone_1,2026-03-21T10:00:00Z,58.74
company_1,zone_1,2026-03-21T11:00:00Z,71.49
company_1,zone_1,2026-03-21T12:00:00Z,70.83
company_1,zone_1,2026-03-21T13:00:00Z,52.89
company_1,zone_1,2026-03-21T14:00:00Z,74.4
company_1,zone_1,2026-03-21T15:00:00Z,62.61
company_1,zone_1,2026-03-21T16:00:00Z,49.61
company_1,zone_1,2026-03-21T17:00:00Z,77.9
